filename,speaker_id
1789_speech_false_Fernseher_aus,8
1791_speech_false_Staubsauger_an,60
1794_speech_false_Ofen_an_Lüftung_an,60
1795_speech_false_Lüftung_aus,132
1797_speech_true_Heizung_aus,60
1798_speech_true_Alarm_an,60
1799_speech_true_Alarm_aus,60
1813_speech_true_Ofen_aus,87
1814_speech_true_Radio_an,87
1816_speech_true_Lüftung_an,87
1817_speech_true_Heizung_aus,87
1818_speech_true_Fernseher_an_Fernseher_aus,87
1819_speech_true_Licht_an_Licht_aus,87
1820_speech_false_Alarm_an_Licht_aus,103
1821_speech_false_Licht_aus_Fernseher_an,103
1822_speech_true_Heizung_an,132
1824_speech_true_Lüftung_an_Heizung_aus,103
1826_speech_false_Ofen_an,103
1828_speech_false_Staubsauger_an,132
1834_speech_false_Alarm_aus,132
1841_speech_false_Staubsauger_an,66
1842_speech_false_Heizung_an_Fernseher_aus,66
1843_speech_true_Licht_aus_Radio_an,66
1844_speech_true_Lüftung_aus,66
1846_speech_false_Radio_aus,132
1851_speech_false_Licht_an,132
1857_speech_false_Ofen_aus,203
1858_speech_false_Radio_an,203
1859_speech_true_Staubsauger_an,132
1860_speech_true_Licht_an,203
1861_speech_false_Lüftung_aus,203
1863_speech_true_Heizung_aus,203
1865_speech_false_Ofen_an,139
1869_speech_true_Staubsauger_an,132
1871_speech_false_Fernseher_an,76
1873_speech_false_Licht_aus,76
1874_speech_false_Lüftung_an,76
1876_speech_true_Radio_an_Radio_aus,196
1877_speech_true_Licht_an_Staubsauger_an,196
1878_speech_true_Ofen_aus,196
1879_speech_true_Alarm_aus,196
1881_speech_true_Licht_an,196
1882_speech_false_Fernseher_aus,196
1883_speech_true_Lüftung_an,196
1884_speech_true_Heizung_aus,132
1893_speech_false_Staubsauger_aus,132
1900_speech_false_Licht_an,36
1901_speech_true_Lüftung_aus,132
1903_speech_false_Fernseher_an,36
1904_speech_false_Heizung_aus,36
1906_speech_false_Radio_an,36
1907_speech_false_Staubsauger_an,36
1909_speech_false_Alarm_aus,36
1914_speech_true_Lüftung_aus,132
1921_speech_true_Fernseher_an,22
1922_speech_true_Licht_an,22
1923_speech_true_Lüftung_aus,132
1924_speech_true_Heizung_aus,22
1926_speech_true_Alarm_aus,132
1928_speech_true_Staubsauger_an,22
1930_speech_false_Fernseher_an,132
1933_speech_true_Heizung_an,132
1936_speech_false_Licht_an,132
1938_speech_false_Lüftung_an,132
1939_speech_false_Fernseher_aus,173
1940_speech_false_Ofen_an,132
1942_speech_false_Radio_aus_Alarm_aus,121
1945_speech_true_Fernseher_aus,121
1947_speech_false_Heizung_an,132
1951_speech_true_Heizung_aus,101
1952_speech_true_Licht_aus,101
1958_speech_false_Ofen_an,132
1963_speech_false_Alarm_an,202
1966_speech_true_Ofen_aus,202
1967_speech_false_Fernseher_an,162
1970_speech_true_Alarm_aus_Lüftung_an,162
1971_speech_true_Ofen_aus,162
1972_speech_true_Heizung_aus,162
1974_speech_true_Licht_an,162
1976_speech_true_Radio_aus,162
1982_speech_true_Fernseher_an_Licht_aus,151
1986_speech_true_Lüftung_an,151
1987_speech_true_Radio_an,151
1989_speech_true_Staubsauger_aus,151
1992_speech_false_Staubsauger_an_Alarm_aus,107
1993_speech_true_Lüftung_an,107
1996_speech_false_Heizung_aus,107
1997_speech_true_Radio_aus_Licht_an,107
1999_speech_true_Fernseher_an_Heizung_aus,107
2000_speech_false_Staubsauger_aus_Licht_an,107
2002_speech_false_Licht_an,132
2004_speech_false_Fernseher_aus_Heizung_aus,125
2006_speech_true_Alarm_aus,125
2009_speech_false_Ofen_aus_Staubsauger_aus,125
2012_speech_false_Radio_aus,91
2015_speech_true_Ofen_aus_Alarm_an,91
2017_speech_false_Ofen_aus,132
2019_speech_true_Heizung_an,132
2020_speech_true_Lüftung_an,245
2021_speech_false_Radio_an,245
2022_speech_true_Alarm_an,245
2023_speech_true_Licht_an,132
